SeniorCitizen,tenure,MonthlyCharges,TotalCharges,TotalServices,ChargesPerTenure,HasSecurityServices,HasStreamingServices,IsHighRiskCombo,CustomerValueScore,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureBucket_Intermediate,TenureBucket_LongTerm,TenureBucket_VeryLoyal,ChargeLevel_Medium,ChargeLevel_High,ChargeLevel_Premium,Churn_Probability,Actual_Churn,Tenure,Risk_Tier,Expected_Remaining_Tenure,CLV,Revenue_At_Risk,Retention_Strategy,Intervention_Cost,Success_Rate,Expected_Value_Saved,Net_ROI
1,-1.163896992279451,70.2,-0.8884169427050895,-0.832013731121489,-0.10680905673295125,0,0,1,-1.2510905595345676,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.8747506600431091,0,4,Tier 1 - Critical,28,246.19,1719.41,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,687.76,627.76
0,-0.9601500007016792,19.7,-0.9322117521585475,-1.308745648974028,-1.3502623614558433,0,0,0,-0.21427203655871638,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3221297955175017,0,9,Tier 3 - Medium,23,307.14,145.96,Automated loyalty SMS + Satisfaction survey,5,0.2,29.19,24.19
0,-0.7564030091239073,78.1,-0.5183475066761455,-0.3552818132689499,0.5069551314842162,0,1,1,-0.9733802084049578,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,0.7495233759014885,0,14,Tier 1 - Critical,18,352.12,1053.68,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,421.47,361.47
0,0.1808331521338431,40.2,-0.341256503472223,0.12145010458358908,-0.6280519375375316,1,0,0,0.5900332114858422,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,0.1794097604258643,0,37,Tier 4 - Low,1,32.99,7.21,No action needed — monitor monthly,0,0.0,0.0,0.0
0,-0.1044126360750375,51.2,-0.3253690738511241,0.12145010458358908,-0.29329538554907497,1,1,0,0.12303111477308395,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,0.41635805775446677,1,30,Tier 3 - Medium,2,59.76,42.64,Automated loyalty SMS + Satisfaction survey,5,0.2,8.53,3.53
0,-1.2453957889105598,90.4,-0.9377053308657048,0.12145010458358908,-0.10691813158424311,0,1,1,-1.665817968724908,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,0.9545480211234444,1,2,Tier 1 - Critical,30,123.27,2588.73,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,1035.49,975.49
0,-1.2046463905950056,75.0,-0.919730341335886,-0.832013731121489,-0.2309907749283035,0,0,1,-1.3710492000107564,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.8549419770350167,1,3,Tier 1 - Critical,29,315.5,1859.5,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,743.8,683.8
0,-0.43040782259947247,79.35,-0.25116181267484344,-0.3552818132689499,0.5202385514175832,0,0,1,-0.6675999133346211,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.7278239803091568,1,22,Tier 1 - Critical,10,215.97,577.53,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,231.01,171.01
0,-0.9601500007016792,68.25,-0.7580653071416612,1.0749139402886672,-0.053635066728353914,1,1,0,-1.0149354069316512,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.48719589443062045,0,9,Tier 3 - Medium,23,804.97,764.78,Automated loyalty SMS + Satisfaction survey,5,0.2,152.96,147.96
0,1.5663126948626918,25.55,-0.17743798642479255,-1.308745648974028,-1.0789114001554594,0,0,0,2.2188114641149927,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.015784414015417678,0,71,Tier 4 - Low,1,25.15,0.4,No action needed — monitor monthly,0,0.0,0.0,0.0
0,1.5255632965471373,19.2,-0.39573082993239467,-1.308745648974028,-1.2956803841102789,0,0,0,2.282733288719302,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,0.01227267986203334,0,70,Tier 4 - Low,1,18.96,0.24,No action needed — monitor monthly,0,0.0,0.0,0.0
0,-1.163896992279451,64.4,-0.9004368929163497,0.12145010458358908,-0.28580088770227297,1,1,0,-1.1554397346496446,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.6661075023932759,0,4,Tier 2 - High,28,602.07,1201.13,Targeted email + Free 3-month OnlineSecurity trial bundle,20,0.3,360.34,340.34
0,-1.2861451872261143,49.3,-0.9899602515281848,-0.3552818132689499,-1.1349486050064583,1,0,0,-1.0288157708876529,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0.738658631699452,0,1,Tier 1 - Critical,31,399.41,1128.89,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,451.56,391.56
0,0.6290765336049412,103.25,1.2023072673500048,1.0749139402886672,1.422545015346527,1,1,0,-0.0009645127447637178,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,True,0.3253538369578027,1,48,Tier 3 - Medium,1,69.66,33.59,Automated loyalty SMS + Satisfaction survey,5,0.2,6.72,1.72
0,-1.163896992279451,19.95,-0.9855873628772877,-1.308745648974028,-1.5537960339657482,0,0,0,-0.42239160255743147,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.4513897677280119,0,4,Tier 3 - Medium,28,306.45,252.15,Automated loyalty SMS + Satisfaction survey,5,0.2,50.43,45.43
1,0.22158255044939748,74.95,0.24963282226961547,-0.832013731121489,0.4663541156842562,0,0,1,0.05775217537604599,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.6373243308548306,1,38,Tier 2 - High,1,27.18,47.77,Targeted email + Free 3-month OnlineSecurity trial bundle,20,0.3,14.33,-5.67
0,-1.041648797332788,23.5,-0.9355957966421563,-1.308745648974028,-1.233934032553478,0,0,0,-0.35853849262617044,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4074143375289982,0,7,Tier 3 - Medium,25,348.14,239.36,Automated loyalty SMS + Satisfaction survey,5,0.2,47.87,42.87
0,0.9143223218138218,55.25,0.3595263707275901,0.12145010458358908,-0.11850733453396296,1,0,0,1.0762238806476765,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,0.03688170423309237,0,55,Tier 4 - Low,1,53.21,2.04,No action needed — monitor monthly,0,0.0,0.0,0.0
0,0.6698259319204956,59.6,0.2937792207603316,0.5981820224361281,0.002353054439563615,1,0,0,0.7596897392450918,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.10309221873166131,0,49,Tier 4 - Low,1,53.46,6.14,No action needed — monitor monthly,0,0.0,0.0,0.0
1,1.1995681100227022,103.75,1.7937679252773877,1.0749139402886672,1.3739807363191292,1,1,0,0.5619804462133783,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,0.5952328260450924,1,62,Tier 2 - High,1,41.99,61.76,Targeted email + Free 3-month OnlineSecurity trial bundle,20,0.3,18.53,-1.47
1,0.6290765336049412,58.95,0.21440799559932286,0.12145010458358908,-0.07858093042219083,0,1,0,0.7296098911176666,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,0.15549427530490056,0,48,Tier 4 - Low,1,49.78,9.17,No action needed — monitor monthly,0,0.0,0.0,0.0
0,-1.2861451872261143,69.1,-0.9812584228560478,-0.832013731121489,-0.8109962966707577,0,0,1,-1.3553478972189423,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0.9255629462266209,1,1,Tier 1 - Critical,31,159.45,1982.65,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,793.06,733.06
0,-1.2861451872261143,19.75,-1.0029470715919047,-1.308745648974028,-1.618422883355951,0,0,0,-0.5414913096205007,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.49149818151066466,0,1,Tier 3 - Medium,31,311.33,300.92,Automated loyalty SMS + Satisfaction survey,5,0.2,60.18,55.18
0,1.3625657032849199,63.3,0.8296888108009398,0.12145010458358908,0.10467080009268057,1,1,0,1.392259840670653,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,0.059415431372339296,0,66,Tier 4 - Low,1,59.54,3.76,No action needed — monitor monthly,0,0.0,0.0,0.0
1,-1.2861451872261143,70.45,-0.9806651163556749,-0.832013731121489,-0.7889086392842325,0,0,1,-1.3776114512869848,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.9142443640446005,1,1,Tier 1 - Critical,31,187.29,1996.66,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,798.66,738.66
0,-1.2046463905950056,90.4,-0.8936468296343032,0.5981820224361281,0.25452865688290455,1,1,1,-1.6250186316017594,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.8495907234915162,0,3,Tier 1 - Critical,29,394.31,2227.29,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,890.92,830.92
0,-0.14516203439059186,55.25,-0.29957122824231347,-0.3552818132689499,-0.17432638968237865,0,0,0,0.015441115445807879,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,0.2979452144345459,0,29,Tier 4 - Low,3,116.37,49.38,No action needed — monitor monthly,0,0.0,0.0,0.0
0,1.158818711707148,62.15,0.6491258658540939,1.0749139402886672,0.05285013648085229,1,1,0,1.2072284048165751,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,0.08618361860663958,0,61,Tier 4 - Low,1,56.79,5.36,No action needed — monitor monthly,0,0.0,0.0,0.0
0,-1.2861451872261143,20.6,-1.0025735082398182,-1.308745648974028,-1.604515839816287,0,0,0,-0.5555091029226018,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.42577898571491024,1,1,Tier 3 - Medium,31,366.7,271.9,Automated loyalty SMS + Satisfaction survey,5,0.2,54.38,49.38
0,-0.8786512040705705,45.2,-0.7953996680355022,-0.832013731121489,-0.5999364594217405,0,0,0,-0.5532071613754432,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.49091842899469096,0,11,Tier 3 - Medium,21,483.22,465.98,Automated loyalty SMS + Satisfaction survey,5,0.2,93.2,88.2
0,0.4660789403427237,61.5,0.18474267058067348,0.5981820224361281,0.03793327093084473,1,0,0,0.5243591627187698,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,0.08948065541960816,0,44,Tier 4 - Low,1,56.0,5.5,No action needed — monitor monthly,0,0.0,0.0,0.0
0,0.6290765336049412,19.25,-0.6358221937499972,-1.308745648974028,-1.3705168935354595,0,0,0,1.384323295933434,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,0.019119715692672516,0,48,Tier 4 - Low,1,18.88,0.37,No action needed — monitor monthly,0,0.0,0.0,0.0
0,1.4033151016004741,111.2,2.2980564762795983,1.5516458581412063,1.6823585613366692,1,1,0,0.643115296416592,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,0.15925572248661152,0,67,Tier 4 - Low,1,93.49,17.71,No action needed — monitor monthly,0,0.0,0.0,0.0
0,1.5663126948626918,97.65,1.9275915025837398,0.5981820224361281,1.0979272205669348,1,1,0,1.0297727616662056,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,0.1751289222222526,0,71,Tier 4 - Low,1,80.55,17.1,No action needed — monitor monthly,0,0.0,0.0,0.0
0,0.832823525182713,19.85,-0.5503421090666296,-1.308745648974028,-1.3055295529984146,0,0,0,1.5784250686300485,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,0.021372801011625885,0,53,Tier 4 - Low,1,19.43,0.42,No action needed — monitor monthly,0,0.0,0.0,0.0
0,0.6698259319204956,109.2,1.313453351753211,1.5516458581412063,1.5207731517831515,1,1,0,-0.058289728736320295,True,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,0.42300927453838877,0,49,Tier 3 - Medium,1,63.01,46.19,Automated loyalty SMS + Satisfaction survey,5,0.2,9.24,4.24
0,1.2810669066538112,70.15,0.9575793231035615,0.5981820224361281,0.31412757514722883,1,1,0,1.1976942439309548,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,0.10460348304224781,0,64,Tier 4 - Low,1,62.81,7.34,No action needed — monitor monthly,0,0.0,0.0,0.0
0,1.0773199150760393,80.1,1.0509701611252356,1.0749139402886672,0.6179933300989446,1,1,0,0.8296069190729722,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,0.2432826115620478,0,59,Tier 4 - Low,1,60.61,19.49,No action needed — monitor monthly,0,0.0,0.0,0.0
0,1.5255632965471373,86.45,1.603404435916973,2.028377775993745,0.8007689830222227,1,1,0,1.1736784657001496,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,0.0371591367147463,0,70,Tier 4 - Low,1,83.24,3.21,No action needed — monitor monthly,0,0.0,0.0,0.0
0,0.6290765336049412,65.65,0.3484293417391323,0.5981820224361281,0.12506626897375264,1,1,0,0.6191166968540486,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,0.17070552787194146,0,48,Tier 4 - Low,1,54.44,11.21,No action needed — monitor monthly,0,0.0,0.0,0.0
0,-1.2453957889105598,50.3,-0.9708645719421062,-0.3552818132689499,-0.9298878845784726,0,0,0,-1.0045079552963876,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.6750435041053573,0,2,Tier 2 - High,30,490.36,1018.64,Targeted email + Free 3-month OnlineSecurity trial bundle,20,0.3,305.59,285.59
0,0.058584957187179994,20.1,-0.7118533230570541,-1.308745648974028,-1.3038432211705113,0,0,0,0.7991147829072506,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,0.06912229834667412,0,34,Tier 4 - Low,1,18.71,1.39,No action needed — monitor monthly,0,0.0,0.0,0.0
1,0.7920741268671586,106.5,1.4590991104373654,1.0749139402886672,1.529400149313883,1,1,0,0.1086353907692109,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,0.6181998506667256,0,52,Tier 2 - High,1,40.66,65.84,Targeted email + Free 3-month OnlineSecurity trial bundle,20,0.3,19.75,-0.25
1,-1.0008993990172337,80.65,-0.7333002543297962,-0.3552818132689499,0.36101298045621344,0,0,1,-1.260229611050153,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0.8319687304730239,1,8,Tier 1 - Critical,24,325.24,1610.36,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,644.14,584.14
0,-0.38965842428391806,91.1,-0.04550420019370286,2.028377775993745,1.0556834396188388,1,1,0,-0.8205759542111015,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,True,False,False,False,False,True,0.10376601711249486,0,23,Tier 4 - Low,9,734.82,85.08,No action needed — monitor monthly,0,0.0,0.0,0.0
0,-0.38965842428391806,34.6,-0.6541267980022452,-0.3552818132689499,-0.8324704080187679,1,0,0,0.11119501234030534,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,0.057699237710281605,0,23,Tier 4 - Low,9,293.43,17.97,No action needed — monitor monthly,0,0.0,0.0,0.0
0,-1.2861451872261143,49.8,-0.9897405083798985,-0.3552818132689499,-1.1267679911595974,1,0,0,-1.0370615316535945,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,0.666509334106466,0,1,Tier 2 - High,31,514.84,1028.96,Targeted email + Free 3-month OnlineSecurity trial bundle,20,0.3,308.69,288.69
0,-0.9601500007016792,75.85,-0.7270595489184655,-0.3552818132689499,0.17722185603006693,1,0,1,-1.1402709705739644,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.7028073974294328,0,9,Tier 1 - Critical,23,518.47,1226.08,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,490.43,430.43
0,0.9550717201293761,19.8,-0.519446222417577,-1.308745648974028,-1.2986469936683844,0,0,0,1.7016476560760894,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,0.020205253987059163,0,56,Tier 4 - Low,1,19.4,0.4,No action needed — monitor monthly,0,0.0,0.0,0.0
0,-1.0823981956483424,74.9,-0.8051562638194135,-0.832013731121489,0.2545870898389536,0,0,1,-1.2470020364881218,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.8627517749798237,1,6,Tier 1 - Critical,26,267.28,1680.12,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,672.05,612.05
0,-0.30815962765280935,35.05,-0.6405027228084951,-0.3552818132689499,-0.8787695360020606,1,0,0,0.1853725018972558,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.05979207893521005,0,25,Tier 4 - Low,7,230.68,14.67,No action needed — monitor monthly,0,0.0,0.0,0.0
0,-0.30815962765280935,54.3,-0.441701096553887,0.12145010458358908,-0.3094617400593483,1,0,0,-0.132089287591498,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0.23091351199453242,0,25,Tier 4 - Low,7,292.33,87.77,No action needed — monitor monthly,0,0.0,0.0,0.0
0,-0.4711572209150268,73.7,-0.3265996354815273,-0.832013731121489,0.3768288338934788,0,0,1,-0.6152221538026291,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.7571105503554351,0,21,Tier 1 - Critical,11,196.91,613.79,Personal retention call + Contract upgrade offer with 20% discount,60,0.4,245.52,185.52
0,1.607062093178246,105.5,2.3335449947278346,1.5516458581412063,1.47034157249171,1,1,0,0.9411136547640702,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,0.058123445774495935,0,72,Tier 4 - Low,1,99.37,6.13,No action needed — monitor monthly,0,0.0,0.0,0.0
0,0.4253295420271693,24.25,-0.5378826725587968,-1.308745648974028,-1.1398941579229696,0,0,0,1.0978690026582736,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,0.02476432082430422,0,43,Tier 4 - Low,1,23.65,0.6,No action needed — monitor monthly,0,0.0,0.0,0.0
0,-0.8786512040705705,51.0,-0.7559777472329414,-0.3552818132689499,-0.3553361054005926,1,0,0,-0.6488579862603666,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.2931744288443112,0,11,Tier 4 - Low,21,757.01,313.99,No action needed — monitor monthly,0,0.0,0.0,0.0
0,0.9958211184449305,19.4,-0.5450682735077587,-1.308745648974028,-1.342623360663671,0,0,0,1.7490436018119913,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0.03428524188001107,0,57,Tier 4 - Low,1,18.73,0.67,No action needed — monitor monthly,0,0.0,0.0,0.0
0,-0.38965842428391806,20.3,-0.8048046747821554,-1.308745648974028,-1.2999243175848247,0,0,0,0.3470237702462372,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.22158901234286116,0,23,Tier 4 - Low,9,142.22,40.48,No action needed — monitor monthly,0,0.0,0.0,0.0
